Distance Travelled,Radial Distance,Deadend,Turned Head,Blocks,Radius,Timeout
9.199119371,8.771739636,TRUE,0,200,10,FALSE
5.431319816,4.536744876,TRUE,0,242,11,FALSE
2.49704143,2.313825444,TRUE,0,72,6,FALSE
4.930140094,4.892265303,FALSE,0,18,3,FALSE
2.569764085,2.010726706,TRUE,0,98,7,FALSE
3.586914276,2.907846732,TRUE,0,200,10,FALSE
1.630599233,1.630060921,TRUE,0,32,4,FALSE
8.026229978,7.446151571,TRUE,0,200,10,FALSE
2.654344841,2.504117987,TRUE,0,242,11,FALSE
3.517376792,2.845618047,TRUE,0,50,5,FALSE
1.630599233,1.630060921,TRUE,0,200,10,FALSE
1.965310279,1.923191619,TRUE,0,98,7,FALSE
10.9205196,10.51226126,FALSE,0,98,7,FALSE
7.78197017,7.673745638,FALSE,0,50,5,FALSE
8.827214189,6.843628856,TRUE,0,200,10,FALSE
4.639268611,3.989471909,TRUE,0,242,11,FALSE
3.527446685,3.204754701,TRUE,0,162,9,FALSE
4.927388714,4.862728898,TRUE,0,98,7,FALSE
2.543288473,2.384759222,TRUE,0,162,9,FALSE
2.878244877,2.80840703,TRUE,0,72,6,FALSE
3.899636442,3.819890903,TRUE,0,242,11,FALSE
8.493753569,7.575506035,FALSE,0,50,5,FALSE
4.207658724,3.827263186,TRUE,0,242,11,FALSE
3.462488364,3.349901389,TRUE,0,50,5,FALSE
9.162981382,9.076289351,FALSE,0,72,6,FALSE
6.388496456,6.279153708,FALSE,0,32,4,FALSE
2.798206924,2.452486008,TRUE,0,200,10,FALSE
1.630599233,1.630060921,TRUE,0,32,4,FALSE
7.007993885,6.393326834,TRUE,0,162,9,FALSE
7.542430429,6.282287622,TRUE,0,242,11,FALSE
3.667873263,3.215008254,TRUE,0,50,5,FALSE
6.257994915,5.989231904,TRUE,0,200,10,FALSE
5.040070184,4.92534942,TRUE,0,98,7,FALSE
4.210517839,3.810571204,TRUE,0,98,7,FALSE
2.577944528,2.577929386,TRUE,0,128,8,FALSE
8.870200101,7.862490961,TRUE,0,200,10,FALSE
1.630599233,1.630060921,TRUE,0,200,10,FALSE
3.100092728,2.719719107,TRUE,0,128,8,FALSE
